From,To,n_played,Region
Kiefer (Nicolás Rivero),Ruin (Kim Hyeong-min (김형민)),8,LL/Latin America
Kiefer (Nicolás Rivero),WADID (Kim Bae-in (김배인)),12,LL/Latin America
Kiefer (Nicolás Rivero),Zothve (Cristóbal Arróspide),4,LL/Latin America
Mora (Jake Hammond),Pancake (Manuel Scala) (Manuel Scala),6,LL/Latin America
Mora (Jake Hammond),Ruin (Kim Hyeong-min (김형민)),4,LL/Latin America
Mora (Jake Hammond),WADID (Kim Bae-in (김배인)),6,LL/Latin America
Mora (Jake Hammond),Zothve (Cristóbal Arróspide),2,LL/Latin America
Pancake (Manuel Scala) (Manuel Scala),Ruin (Kim Hyeong-min (김형민)),8,LL/Latin America
Pancake (Manuel Scala) (Manuel Scala),WADID (Kim Bae-in (김배인)),12,LL/Latin America
Pancake (Manuel Scala) (Manuel Scala),Zothve (Cristóbal Arróspide),4,LL/Latin America
Ruin (Kim Hyeong-min (김형민)),WADID (Kim Bae-in (김배인)),8,LL/Latin America
WADID (Kim Bae-in (김배인)),Zothve (Cristóbal Arróspide),4,LL/Latin America
Acce (Emmanuel Juárez),Bvoy (Ju Yeong-hoon (주영훈)),12,LL/Latin America
Acce (Emmanuel Juárez),Gastruks (Gastón Núñez),12,LL/Latin America
Acce (Emmanuel Juárez),Leza (Francisco Jara),123,LL/Latin America
Acce (Emmanuel Juárez),Mightybear (Kim Min-su (김민수)),12,LL/Latin America
Acce (Emmanuel Juárez),Fallen (Carlos Calderón),12,LL/Latin America
Bvoy (Ju Yeong-hoon (주영훈)),Gastruks (Gastón Núñez),12,LL/Latin America
Bvoy (Ju Yeong-hoon (주영훈)),Leza (Francisco Jara),12,LL/Latin America
Bvoy (Ju Yeong-hoon (주영훈)),Mightybear (Kim Min-su (김민수)),12,LL/Latin America
Bvoy (Ju Yeong-hoon (주영훈)),Fallen (Carlos Calderón),12,LL/Latin America
Gastruks (Gastón Núñez),Leza (Francisco Jara),12,LL/Latin America
Gastruks (Gastón Núñez),Mightybear (Kim Min-su (김민수)),12,LL/Latin America
Gastruks (Gastón Núñez),Fallen (Carlos Calderón),12,LL/Latin America
Leza (Francisco Jara),Mightybear (Kim Min-su (김민수)),12,LL/Latin America
Leza (Francisco Jara),Fallen (Carlos Calderón),12,LL/Latin America
Mightybear (Kim Min-su (김민수)),Fallen (Carlos Calderón),12,LL/Latin America
Baula (Alejandro Serrano),Bugi (Lee Seong-yeop (이성엽)),12,LL/Latin America
Baula (Alejandro Serrano),Dye (Gerson Castaño),45,LL/Latin America
Baula (Alejandro Serrano),Erry (Terry Park (박상준)),12,LL/Latin America
Baula (Alejandro Serrano),Jauny (Jauny Vargas),12,LL/Latin America
Baula (Alejandro Serrano),TopLop (Nicolás Marinoni),12,LL/Latin America
Bugi (Lee Seong-yeop (이성엽)),Dye (Gerson Castaño),12,LL/Latin America
Bugi (Lee Seong-yeop (이성엽)),Erry (Terry Park (박상준)),12,LL/Latin America
Bugi (Lee Seong-yeop (이성엽)),Jauny (Jauny Vargas),12,LL/Latin America
Bugi (Lee Seong-yeop (이성엽)),TopLop (Nicolás Marinoni),12,LL/Latin America
Dye (Gerson Castaño),Erry (Terry Park (박상준)),12,LL/Latin America
Dye (Gerson Castaño),Jauny (Jauny Vargas),40,LL/Latin America
Dye (Gerson Castaño),TopLop (Nicolás Marinoni),40,LL/Latin America
Erry (Terry Park (박상준)),Jauny (Jauny Vargas),12,LL/Latin America
Erry (Terry Park (박상준)),TopLop (Nicolás Marinoni),12,LL/Latin America
Jauny (Jauny Vargas),TopLop (Nicolás Marinoni),40,LL/Latin America
Ackerman (Gabriel Aparicio) (Gabriel Aparicio),Buggax (Mateo Aroztegui),12,LL/Latin America
Ackerman (Gabriel Aparicio) (Gabriel Aparicio),SolidSnake (Diego Vallejo),12,LL/Latin America
Ackerman (Gabriel Aparicio) (Gabriel Aparicio),Von (Gabriel Barbosa) (Gabriel Barbosa),12,LL/Latin America
Ackerman (Gabriel Aparicio) (Gabriel Aparicio),WHITELOTUS (Matías Musso),12,LL/Latin America
Ackerman (Gabriel Aparicio) (Gabriel Aparicio),cody (Sebastián Quispe),12,LL/Latin America
Buggax (Mateo Aroztegui),SolidSnake (Diego Vallejo),12,LL/Latin America
Buggax (Mateo Aroztegui),Von (Gabriel Barbosa) (Gabriel Barbosa),12,LL/Latin America
Buggax (Mateo Aroztegui),WHITELOTUS (Matías Musso),12,LL/Latin America
Buggax (Mateo Aroztegui),cody (Sebastián Quispe),12,LL/Latin America
SolidSnake (Diego Vallejo),Von (Gabriel Barbosa) (Gabriel Barbosa),12,LL/Latin America
SolidSnake (Diego Vallejo),WHITELOTUS (Matías Musso),52,LL/Latin America
SolidSnake (Diego Vallejo),cody (Sebastián Quispe),12,LL/Latin America
Von (Gabriel Barbosa) (Gabriel Barbosa),WHITELOTUS (Matías Musso),12,LL/Latin America
Von (Gabriel Barbosa) (Gabriel Barbosa),cody (Sebastián Quispe),12,LL/Latin America
WHITELOTUS (Matías Musso),cody (Sebastián Quispe),12,LL/Latin America
Seiya (Édgar Bracamontes),Shu Hari (Diego Placencia),9,LL/Latin America
Seiya (Édgar Bracamontes),Style (Ignacio Pezoa) (Ignacio Pezoa),6,LL/Latin America
Seiya (Édgar Bracamontes),Tierwulf (Sebastián Mateluna),6,LL/Latin America
Seiya (Édgar Bracamontes),Warangelus (Fabián Llanos),122,LL/Latin America
Seiya (Édgar Bracamontes),Yeti (Rodrigo del Castillo),93,LL/Latin America
Seiya (Édgar Bracamontes),Zerito (Tomas Colangelo),12,LL/Latin America
Shu Hari (Diego Placencia),Style (Ignacio Pezoa) (Ignacio Pezoa),3,LL/Latin America
Shu Hari (Diego Placencia),Tierwulf (Sebastián Mateluna),6,LL/Latin America
Shu Hari (Diego Placencia),Warangelus (Fabián Llanos),9,LL/Latin America
Shu Hari (Diego Placencia),Yeti (Rodrigo del Castillo),9,LL/Latin America
Shu Hari (Diego Placencia),Zerito (Tomas Colangelo),9,LL/Latin America
Style (Ignacio Pezoa) (Ignacio Pezoa),Warangelus (Fabián Llanos),3,LL/Latin America
Style (Ignacio Pezoa) (Ignacio Pezoa),Yeti (Rodrigo del Castillo),6,LL/Latin America
Style (Ignacio Pezoa) (Ignacio Pezoa),Zerito (Tomas Colangelo),6,LL/Latin America
Tierwulf (Sebastián Mateluna),Warangelus (Fabián Llanos),6,LL/Latin America
Tierwulf (Sebastián Mateluna),Yeti (Rodrigo del Castillo),6,LL/Latin America
Tierwulf (Sebastián Mateluna),Zerito (Tomas Colangelo),6,LL/Latin America
Warangelus (Fabián Llanos),Yeti (Rodrigo del Castillo),88,LL/Latin America
Warangelus (Fabián Llanos),Zerito (Tomas Colangelo),9,LL/Latin America
Yeti (Rodrigo del Castillo),Zerito (Tomas Colangelo),12,LL/Latin America
Cotopaco (Sergio Silva),Duivel (Gary Almonacid),6,LL/Latin America
Cotopaco (Sergio Silva),Gavotto (Omar Gavotto),2,LL/Latin America
Cotopaco (Sergio Silva),IceBox (Bastián Almonacid),10,LL/Latin America
Cotopaco (Sergio Silva),KRESHTDOO (Nicolás Díaz),10,LL/Latin America
Cotopaco (Sergio Silva),MisterG (Lautaro Ulla),12,LL/Latin America
Cotopaco (Sergio Silva),Nipphu (Franco Funes),2,LL/Latin America
Cotopaco (Sergio Silva),QQmore (Diego Apablaza),12,LL/Latin America
Cotopaco (Sergio Silva),Serenity (Jeong Min-seok (정민석)),6,LL/Latin America
Duivel (Gary Almonacid),Gavotto (Omar Gavotto),2,LL/Latin America
Duivel (Gary Almonacid),IceBox (Bastián Almonacid),4,LL/Latin America
Duivel (Gary Almonacid),KRESHTDOO (Nicolás Díaz),4,LL/Latin America
Duivel (Gary Almonacid),MisterG (Lautaro Ulla),6,LL/Latin America
Duivel (Gary Almonacid),Nipphu (Franco Funes),2,LL/Latin America
Duivel (Gary Almonacid),QQmore (Diego Apablaza),6,LL/Latin America
Gavotto (Omar Gavotto),MisterG (Lautaro Ulla),2,LL/Latin America
Gavotto (Omar Gavotto),Nipphu (Franco Funes),2,LL/Latin America
Gavotto (Omar Gavotto),QQmore (Diego Apablaza),18,LL/Latin America
IceBox (Bastián Almonacid),KRESHTDOO (Nicolás Díaz),52,LL/Latin America
IceBox (Bastián Almonacid),MisterG (Lautaro Ulla),52,LL/Latin America
IceBox (Bastián Almonacid),QQmore (Diego Apablaza),10,LL/Latin America
IceBox (Bastián Almonacid),Serenity (Jeong Min-seok (정민석)),6,LL/Latin America
KRESHTDOO (Nicolás Díaz),MisterG (Lautaro Ulla),52,LL/Latin America
KRESHTDOO (Nicolás Díaz),QQmore (Diego Apablaza),10,LL/Latin America
KRESHTDOO (Nicolás Díaz),Serenity (Jeong Min-seok (정민석)),6,LL/Latin America
MisterG (Lautaro Ulla),Nipphu (Franco Funes),2,LL/Latin America
MisterG (Lautaro Ulla),QQmore (Diego Apablaza),12,LL/Latin America
MisterG (Lautaro Ulla),Serenity (Jeong Min-seok (정민석)),6,LL/Latin America
Nipphu (Franco Funes),QQmore (Diego Apablaza),27,LL/Latin America
QQmore (Diego Apablaza),Serenity (Jeong Min-seok (정민석)),6,LL/Latin America
Aloned (Tomás Díaz),Ceo (Lorenzo Tévez),12,LL/Latin America
Aloned (Tomás Díaz),Oddie (Sebastián Niño),8,LL/Latin America
Aloned (Tomás Díaz),Rey (Jeon Ji-won (전지원)),12,LL/Latin America
Aloned (Tomás Díaz),Shadow (Facundo Cuello) (Facundo Cuello),68,LL/Latin America
Aloned (Tomás Díaz),Skin (Eduardo Saldaña),42,LL/Latin America
Aloned (Tomás Díaz),Xypherz (Santiago de León),4,LL/Latin America
Ceo (Lorenzo Tévez),Oddie (Sebastián Niño),8,LL/Latin America
Ceo (Lorenzo Tévez),Rey (Jeon Ji-won (전지원)),12,LL/Latin America
Ceo (Lorenzo Tévez),Shadow (Facundo Cuello) (Facundo Cuello),12,LL/Latin America
Ceo (Lorenzo Tévez),Skin (Eduardo Saldaña),12,LL/Latin America
Ceo (Lorenzo Tévez),Xypherz (Santiago de León),4,LL/Latin America
Oddie (Sebastián Niño),Rey (Jeon Ji-won (전지원)),8,LL/Latin America
Oddie (Sebastián Niño),Shadow (Facundo Cuello) (Facundo Cuello),8,LL/Latin America
Oddie (Sebastián Niño),Skin (Eduardo Saldaña),8,LL/Latin America
Rey (Jeon Ji-won (전지원)),Shadow (Facundo Cuello) (Facundo Cuello),12,LL/Latin America
Rey (Jeon Ji-won (전지원)),Skin (Eduardo Saldaña),12,LL/Latin America
Rey (Jeon Ji-won (전지원)),Xypherz (Santiago de León),4,LL/Latin America
Shadow (Facundo Cuello) (Facundo Cuello),Skin (Eduardo Saldaña),66,LL/Latin America
Shadow (Facundo Cuello) (Facundo Cuello),Xypherz (Santiago de León),4,LL/Latin America
Skin (Eduardo Saldaña),Xypherz (Santiago de León),4,LL/Latin America
Exorant (Daniel Hume Podosu),Horus (Facundo Utrero),12,LL/Latin America
Exorant (Daniel Hume Podosu),JackPoT (Park Jin-soo) (Park Jin-soo (박진수)),12,LL/Latin America
Exorant (Daniel Hume Podosu),Nottingham (Alan Spikerman),12,LL/Latin America
Exorant (Daniel Hume Podosu),Rainbow (Kim Soo-gi) (Kim Soo-gi (김수기)),12,LL/Latin America
Exorant (Daniel Hume Podosu),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),12,LL/Latin America
Horus (Facundo Utrero),JackPoT (Park Jin-soo) (Park Jin-soo (박진수)),12,LL/Latin America
Horus (Facundo Utrero),Nottingham (Alan Spikerman),12,LL/Latin America
Horus (Facundo Utrero),Rainbow (Kim Soo-gi) (Kim Soo-gi (김수기)),12,LL/Latin America
Horus (Facundo Utrero),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),12,LL/Latin America
JackPoT (Park Jin-soo) (Park Jin-soo (박진수)),Nottingham (Alan Spikerman),12,LL/Latin America
JackPoT (Park Jin-soo) (Park Jin-soo (박진수)),Rainbow (Kim Soo-gi) (Kim Soo-gi (김수기)),12,LL/Latin America
JackPoT (Park Jin-soo) (Park Jin-soo (박진수)),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),12,LL/Latin America
Nottingham (Alan Spikerman),Rainbow (Kim Soo-gi) (Kim Soo-gi (김수기)),12,LL/Latin America
Nottingham (Alan Spikerman),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),12,LL/Latin America
Rainbow (Kim Soo-gi) (Kim Soo-gi (김수기)),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),12,LL/Latin America
Alive (Noh Jin-wook (노진욱)),Grell (Jesús Loya),17,LL/Latin America
Alive (Noh Jin-wook (노진욱)),Jisu (Park Jin-cheol (박진철)),43,LL/Latin America
Alive (Noh Jin-wook (노진욱)),Kiefer (Nicolás Rivero),18,LL/Latin America
Alive (Noh Jin-wook (노진욱)),Newbie (Leandro Marcos),43,LL/Latin America
Alive (Noh Jin-wook (노진욱)),VicaL (Kim Sun-mook (김선묵)),43,LL/Latin America
Grell (Jesús Loya),Jisu (Park Jin-cheol (박진철)),20,LL/Latin America
Grell (Jesús Loya),Newbie (Leandro Marcos),20,LL/Latin America
Grell (Jesús Loya),VicaL (Kim Sun-mook (김선묵)),20,LL/Latin America
Jisu (Park Jin-cheol (박진철)),Kiefer (Nicolás Rivero),20,LL/Latin America
Jisu (Park Jin-cheol (박진철)),Newbie (Leandro Marcos),46,LL/Latin America
Jisu (Park Jin-cheol (박진철)),VicaL (Kim Sun-mook (김선묵)),46,LL/Latin America
Kiefer (Nicolás Rivero),Newbie (Leandro Marcos),20,LL/Latin America
Kiefer (Nicolás Rivero),VicaL (Kim Sun-mook (김선묵)),20,LL/Latin America
Newbie (Leandro Marcos),VicaL (Kim Sun-mook (김선묵)),46,LL/Latin America
IceBox (Bastián Almonacid),N N (Lucas Leiva),5,LL/Latin America
IceBox (Bastián Almonacid),Tyr (Hector Godínez),23,LL/Latin America
IceBox (Bastián Almonacid),cody (Sebastián Quispe),42,LL/Latin America
KRESHTDOO (Nicolás Díaz),N N (Lucas Leiva),5,LL/Latin America
KRESHTDOO (Nicolás Díaz),Tyr (Hector Godínez),23,LL/Latin America
KRESHTDOO (Nicolás Díaz),cody (Sebastián Quispe),42,LL/Latin America
MisterG (Lautaro Ulla),N N (Lucas Leiva),5,LL/Latin America
MisterG (Lautaro Ulla),Tyr (Hector Godínez),23,LL/Latin America
MisterG (Lautaro Ulla),cody (Sebastián Quispe),42,LL/Latin America
N N (Lucas Leiva),Tyr (Hector Godínez),5,LL/Latin America
N N (Lucas Leiva),cody (Sebastián Quispe),5,LL/Latin America
Tyr (Hector Godínez),cody (Sebastián Quispe),23,LL/Latin America
Jirall (Daniel del Castillo),Oddie (Sebastián Niño),52,LL/Latin America
Jirall (Daniel del Castillo),Seiya (Édgar Bracamontes),52,LL/Latin America
Jirall (Daniel del Castillo),Slow (Eduardo Garcés),52,LL/Latin America
Jirall (Daniel del Castillo),Warangelus (Fabián Llanos),52,LL/Latin America
Jirall (Daniel del Castillo),Yeti (Rodrigo del Castillo),52,LL/Latin America
Oddie (Sebastián Niño),Seiya (Édgar Bracamontes),115,LL/Latin America
Oddie (Sebastián Niño),Slow (Eduardo Garcés),115,LL/Latin America
Oddie (Sebastián Niño),Warangelus (Fabián Llanos),113,LL/Latin America
Oddie (Sebastián Niño),Yeti (Rodrigo del Castillo),81,LL/Latin America
Seiya (Édgar Bracamontes),Slow (Eduardo Garcés),115,LL/Latin America
Slow (Eduardo Garcés),Warangelus (Fabián Llanos),113,LL/Latin America
Slow (Eduardo Garcés),Yeti (Rodrigo del Castillo),81,LL/Latin America
Acce (Emmanuel Juárez),Aloned (Tomás Díaz),30,LL/Latin America
Acce (Emmanuel Juárez),Josedeodo (Brandon Joel Villegas),54,LL/Latin America
Acce (Emmanuel Juárez),Shadow (Facundo Cuello) (Facundo Cuello),54,LL/Latin America
Acce (Emmanuel Juárez),Skin (Eduardo Saldaña),54,LL/Latin America
Aloned (Tomás Díaz),Josedeodo (Brandon Joel Villegas),77,LL/Latin America
Aloned (Tomás Díaz),Leza (Francisco Jara),30,LL/Latin America
Josedeodo (Brandon Joel Villegas),Leza (Francisco Jara),54,LL/Latin America
Josedeodo (Brandon Joel Villegas),Shadow (Facundo Cuello) (Facundo Cuello),80,LL/Latin America
Josedeodo (Brandon Joel Villegas),Skin (Eduardo Saldaña),54,LL/Latin America
Leza (Francisco Jara),Shadow (Facundo Cuello) (Facundo Cuello),54,LL/Latin America
Leza (Francisco Jara),Skin (Eduardo Saldaña),54,LL/Latin America
Alive (Noh Jin-wook (노진욱)),Pancake (Manuel Scala) (Manuel Scala),26,LL/Latin America
Jisu (Park Jin-cheol (박진철)),Pancake (Manuel Scala) (Manuel Scala),27,LL/Latin America
Newbie (Leandro Marcos),Pancake (Manuel Scala) (Manuel Scala),30,LL/Latin America
Pancake (Manuel Scala) (Manuel Scala),VicaL (Kim Sun-mook (김선묵)),27,LL/Latin America
IceBox (Bastián Almonacid),Xypherz (Santiago de León),18,LL/Latin America
KRESHTDOO (Nicolás Díaz),Xypherz (Santiago de León),18,LL/Latin America
MisterG (Lautaro Ulla),Xypherz (Santiago de León),18,LL/Latin America
Tyr (Hector Godínez),Xypherz (Santiago de León),18,LL/Latin America
Xypherz (Santiago de León),cody (Sebastián Quispe),18,LL/Latin America
Baula (Alejandro Serrano),Dragonminkim (Kim Yong-min (김용민)),13,LL/Latin America
Baula (Alejandro Serrano),Emp (Benjamín Ramírez),28,LL/Latin America
Baula (Alejandro Serrano),Fengx (Jose Ricalday),1,LL/Latin America
Baula (Alejandro Serrano),Nobody (Nicolás Ale) (Nicolás Ale),57,LL/Latin America
Baula (Alejandro Serrano),Wikko (Andrés Legarda),14,LL/Latin America
Baula (Alejandro Serrano),Zerito (Tomas Colangelo),20,LL/Latin America
Dragonminkim (Kim Yong-min (김용민)),Emp (Benjamín Ramírez),13,LL/Latin America
Dragonminkim (Kim Yong-min (김용민)),Nobody (Nicolás Ale) (Nicolás Ale),13,LL/Latin America
Dragonminkim (Kim Yong-min (김용민)),Wikko (Andrés Legarda),13,LL/Latin America
Dragonminkim (Kim Yong-min (김용민)),Zerito (Tomas Colangelo),13,LL/Latin America
Emp (Benjamín Ramírez),Fengx (Jose Ricalday),1,LL/Latin America
Emp (Benjamín Ramírez),Nobody (Nicolás Ale) (Nicolás Ale),26,LL/Latin America
Emp (Benjamín Ramírez),Wikko (Andrés Legarda),14,LL/Latin America
Emp (Benjamín Ramírez),Zerito (Tomas Colangelo),20,LL/Latin America
Fengx (Jose Ricalday),Nobody (Nicolás Ale) (Nicolás Ale),1,LL/Latin America
Fengx (Jose Ricalday),Wikko (Andrés Legarda),1,LL/Latin America
Fengx (Jose Ricalday),Zerito (Tomas Colangelo),1,LL/Latin America
Nobody (Nicolás Ale) (Nicolás Ale),Wikko (Andrés Legarda),14,LL/Latin America
Nobody (Nicolás Ale) (Nicolás Ale),Zerito (Tomas Colangelo),18,LL/Latin America
Wikko (Andrés Legarda),Zerito (Tomas Colangelo),14,LL/Latin America
Cotopaco (Sergio Silva),Enatsu (Gonzalo Peredo Álvarez),18,LL/Latin America
Cotopaco (Sergio Silva),Genthix (Mariano Polonsky),40,LL/Latin America
Cotopaco (Sergio Silva),Pillo (José Martínez),2,LL/Latin America
Cotopaco (Sergio Silva),SolidSnake (Diego Vallejo),93,LL/Latin America
Cotopaco (Sergio Silva),Straight (Roberto Guallichico),51,LL/Latin America
Cotopaco (Sergio Silva),WHITELOTUS (Matías Musso),40,LL/Latin America
Enatsu (Gonzalo Peredo Álvarez),Genthix (Mariano Polonsky),18,LL/Latin America
Enatsu (Gonzalo Peredo Álvarez),Pillo (José Martínez),2,LL/Latin America
Enatsu (Gonzalo Peredo Álvarez),SolidSnake (Diego Vallejo),18,LL/Latin America
Enatsu (Gonzalo Peredo Álvarez),Straight (Roberto Guallichico),35,LL/Latin America
Enatsu (Gonzalo Peredo Álvarez),WHITELOTUS (Matías Musso),18,LL/Latin America
Genthix (Mariano Polonsky),Pillo (José Martínez),2,LL/Latin America
Genthix (Mariano Polonsky),SolidSnake (Diego Vallejo),40,LL/Latin America
Genthix (Mariano Polonsky),Straight (Roberto Guallichico),38,LL/Latin America
Genthix (Mariano Polonsky),WHITELOTUS (Matías Musso),40,LL/Latin America
Pillo (José Martínez),SolidSnake (Diego Vallejo),2,LL/Latin America
Pillo (José Martínez),WHITELOTUS (Matías Musso),2,LL/Latin America
SolidSnake (Diego Vallejo),Straight (Roberto Guallichico),51,LL/Latin America
Straight (Roberto Guallichico),WHITELOTUS (Matías Musso),38,LL/Latin America
Crecre (Gabriel Grimaldi),Dye (Gerson Castaño),14,LL/Latin America
Crecre (Gabriel Grimaldi),Gavotto (Omar Gavotto),14,LL/Latin America
Crecre (Gabriel Grimaldi),Jauny (Jauny Vargas),14,LL/Latin America
Crecre (Gabriel Grimaldi),QQmore (Diego Apablaza),14,LL/Latin America
Crecre (Gabriel Grimaldi),TopLop (Nicolás Marinoni),14,LL/Latin America
Dye (Gerson Castaño),Gavotto (Omar Gavotto),16,LL/Latin America
Dye (Gerson Castaño),QQmore (Diego Apablaza),28,LL/Latin America
Gavotto (Omar Gavotto),Jauny (Jauny Vargas),16,LL/Latin America
Gavotto (Omar Gavotto),TopLop (Nicolás Marinoni),16,LL/Latin America
Jauny (Jauny Vargas),QQmore (Diego Apablaza),28,LL/Latin America
QQmore (Diego Apablaza),TopLop (Nicolás Marinoni),78,LL/Latin America
Acce (Emmanuel Juárez),MarioMe (Mario Reyes),9,LL/Latin America
Josedeodo (Brandon Joel Villegas),MarioMe (Mario Reyes),2,LL/Latin America
Leza (Francisco Jara),MarioMe (Mario Reyes),9,LL/Latin America
MarioMe (Mario Reyes),Shadow (Facundo Cuello) (Facundo Cuello),2,LL/Latin America
MarioMe (Mario Reyes),Skin (Eduardo Saldaña),2,LL/Latin America
Ares (Didier Linarez) (Didier Linarez),Kz (Nicolás Gutiérrez) (Nicolás Gutiérrez),14,LL/Latin America
Ares (Didier Linarez) (Didier Linarez),Mayhem (Samuel García) (Samuel García),14,LL/Latin America
Ares (Didier Linarez) (Didier Linarez),Renyu (Renato Gallegos),14,LL/Latin America
Ares (Didier Linarez) (Didier Linarez),Shu Hari (Diego Placencia),14,LL/Latin America
Ares (Didier Linarez) (Didier Linarez),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),14,LL/Latin America
Kz (Nicolás Gutiérrez) (Nicolás Gutiérrez),Mayhem (Samuel García) (Samuel García),14,LL/Latin America
Kz (Nicolás Gutiérrez) (Nicolás Gutiérrez),Renyu (Renato Gallegos),14,LL/Latin America
Kz (Nicolás Gutiérrez) (Nicolás Gutiérrez),Shu Hari (Diego Placencia),14,LL/Latin America
Kz (Nicolás Gutiérrez) (Nicolás Gutiérrez),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),14,LL/Latin America
Mayhem (Samuel García) (Samuel García),Renyu (Renato Gallegos),14,LL/Latin America
Mayhem (Samuel García) (Samuel García),Shu Hari (Diego Placencia),14,LL/Latin America
Mayhem (Samuel García) (Samuel García),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),14,LL/Latin America
Renyu (Renato Gallegos),Shu Hari (Diego Placencia),14,LL/Latin America
Renyu (Renato Gallegos),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),14,LL/Latin America
Shu Hari (Diego Placencia),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),29,LL/Latin America
Alive (Noh Jin-wook (노진욱)),Plugo (Joaquín Pérez),23,LL/Latin America
Jisu (Park Jin-cheol (박진철)),Plugo (Joaquín Pérez),23,LL/Latin America
Newbie (Leandro Marcos),Plugo (Joaquín Pérez),77,LL/Latin America
Pancake (Manuel Scala) (Manuel Scala),Plugo (Joaquín Pérez),26,LL/Latin America
Plugo (Joaquín Pérez),VicaL (Kim Sun-mook (김선묵)),23,LL/Latin America
Cotopaco (Sergio Silva),Soren (Carlos Ibarra) (Carlos Ibarra),75,LL/Latin America
Genthix (Mariano Polonsky),Soren (Carlos Ibarra) (Carlos Ibarra),22,LL/Latin America
SolidSnake (Diego Vallejo),Soren (Carlos Ibarra) (Carlos Ibarra),75,LL/Latin America
Soren (Carlos Ibarra) (Carlos Ibarra),Straight (Roberto Guallichico),35,LL/Latin America
Soren (Carlos Ibarra) (Carlos Ibarra),WHITELOTUS (Matías Musso),22,LL/Latin America
Acce (Emmanuel Juárez),Renyu (Renato Gallegos),22,LL/Latin America
Josedeodo (Brandon Joel Villegas),Renyu (Renato Gallegos),22,LL/Latin America
Leza (Francisco Jara),Renyu (Renato Gallegos),22,LL/Latin America
Renyu (Renato Gallegos),Shadow (Facundo Cuello) (Facundo Cuello),22,LL/Latin America
Renyu (Renato Gallegos),Skin (Eduardo Saldaña),22,LL/Latin America
Feitan (Felipe Marín),IceBox (Bastián Almonacid),19,LL/Latin America
Feitan (Felipe Marín),KRESHTDOO (Nicolás Díaz),19,LL/Latin America
Feitan (Felipe Marín),MisterG (Lautaro Ulla),19,LL/Latin America
Feitan (Felipe Marín),cody (Sebastián Quispe),19,LL/Latin America
Feitan (Felipe Marín),koughi (Victor Yever),19,LL/Latin America
IceBox (Bastián Almonacid),koughi (Victor Yever),19,LL/Latin America
KRESHTDOO (Nicolás Díaz),koughi (Victor Yever),19,LL/Latin America
MisterG (Lautaro Ulla),koughi (Victor Yever),19,LL/Latin America
cody (Sebastián Quispe),koughi (Victor Yever),19,LL/Latin America
Baula (Alejandro Serrano),Benoty (Martín Bourre),4,LL/Latin America
Baula (Alejandro Serrano),Onur (Rodrigo Dalmagro),10,LL/Latin America
Baula (Alejandro Serrano),Xypherz (Santiago de León),27,LL/Latin America
Baula (Alejandro Serrano),Zeicro (Juan Fierro),2,LL/Latin America
Baula (Alejandro Serrano),Zelt (Jairo Urbina),10,LL/Latin America
Benoty (Martín Bourre),Emp (Benjamín Ramírez),4,LL/Latin America
Benoty (Martín Bourre),Nobody (Nicolás Ale) (Nicolás Ale),4,LL/Latin America
Benoty (Martín Bourre),Xypherz (Santiago de León),4,LL/Latin America
Benoty (Martín Bourre),Zerito (Tomas Colangelo),3,LL/Latin America
Emp (Benjamín Ramírez),Onur (Rodrigo Dalmagro),36,LL/Latin America
Emp (Benjamín Ramírez),Xypherz (Santiago de León),12,LL/Latin America
Emp (Benjamín Ramírez),Zeicro (Juan Fierro),2,LL/Latin America
Emp (Benjamín Ramírez),Zelt (Jairo Urbina),10,LL/Latin America
Nobody (Nicolás Ale) (Nicolás Ale),Onur (Rodrigo Dalmagro),8,LL/Latin America
